"country","region","last_obs_year","last_obs_mcpr","prob_ever_reach_40","projected_year_reach_40_p50","projected_year_reach_40","projected_year_reach_40_p05","projected_year_reach_40_p95","projected_years_from_latest_to_40","required_growth_to_40_10y","model_dpdt_2025_mean","model_dpdt_2025_p05","model_dpdt_2025_p95","model_dpdt_lastobs_mean","model_dpdt_lastobs_p05","model_dpdt_lastobs_p95","latest_obs_interval_growth","mean_obs_interval_growth","max_obs_interval_growth","min_obs_interval_growth","n_intervals","investment_phase","leverage","K_mean","t0_year_mean","years_since_t0_2026","dpdt_mean_2026","s_curve_stage","last_obs_rel_sat_mean","years_since_t0_lastobs_mean","target40_status","required_growth_pp_per_year","latest_obs_interval_growth_pp_per_year","max_obs_interval_growth_pp_per_year","model_dpdt_2025_pp_per_year","model_dpdt_lastobs_pp_per_year","model_dpdt_2026_pp_per_year","p2025_mean","p2025_p05","p2025_p95","prob_reach_40_by_2035","p2026_mean","K_p05","K_p95","s_curve_stage_2026","women_15_49","weight_share_ssa","target_gap_pp","target_gap_p2025_pp","target_gap_p2026_pp","projected_reach_40_by_2036","crossing_label","required_growth_from_lastobs_pp_per_year","required_growth_from_p2025_pp_per_year","required_growth_from_p2026_pp_per_year","growth_gap_vs_latest_obs_pp","growth_gap_vs_model_pp","women_15_49_millions","contribution_2026_pp","contribution_2035_pp","delta_contribution_pp","marginal_lift_if40_pp","marginal_lift_if40_p05","marginal_lift_if40_p95","expected_goal_contribution_pp","corr_with_regional_2035"
"Malawi","East/Southern Africa",2024,0.5296723957499,1,2024,2024,2024,2024,0,0,0.00498924171591449,0.00472894730118258,0.00524896960574962,0.00561481913242499,0.00532649807874826,0.00590177651188693,0.00868525458934378,0.0144090835122321,0.0250521764164566,0.002218946345707,5,"Build / monitor",0.342247658688866,0.567611911336274,2006,19.9097193543789,0.00442258593204547,"Stage 3: plateau",0.933206664140332,17.9097193543789,"Already crossed",0,0.868525458934378,2.50521764164566,0.498924171591449,0.561481913242499,0.442258593204547,0.528884130834463,0.522723516345705,0.534953857431755,1,0.533585250390154,0.559622388294962,0.575472461476259,"Stage 3: plateau",5473553,0.019429035670246,-12.96723957499,-12.8884130834462,-13.3585250390154,TRUE,"Already crossed (2024)",0,0,0,-0.868525458934378,-0.561481913242499,5.473553,0.0381292899839196,0.0564542176140225,0.0183249276301028,0.0365750870833774,0.0336563423819454,0.040277821808682,0.0365750870833774,0.0473275206639136
"Togo","West Africa",2013,0.167395012737612,0.416333333333333,2053.0340493685,2056.13065242674,2037.45899880273,2092.68946417851,43.1306524267425,0.0232604987262388,0.0068856891788472,0.00501177846497638,0.0093382374655685,0.00739243402542851,0.0062223518628751,0.00869767302256639,0.00591781016525635,0.00517898857175699,0.00591781016525635,0.00444016697825762,2,"Scale-up",0.689906347554631,0.395924455365838,2017,9.30830628124659,0.00672221149047447,"Stage 2: diffusion",0.427795211743926,-3.69169371875343,"Projected to cross after 2035",2.32604987262388,0.591781016525635,0.591781016525635,0.68856891788472,0.739243402542851,0.672221149047447,0.257161738058822,0.232160016870073,0.286189494304295,0.00283333333333333,0.263966844789618,0.323739693821268,0.49681321141938,"Stage 2: diffusion",2247345,0.00797722177319721,23.2604987262388,14.2838261941178,13.6033155210383,FALSE,"After 2035 (~2053)",2.32604987262388,1.42838261941178,1.36033155210383,1.73426885609824,1.58680647008103,2.247345,0.829828497747751,0.844706385686951,0.0148778879392001,2.50056440404869,2.46744018611017,2.53305872425059,0.00708493247813795,0.130993504426074
"Mali","West Africa",2023,0.180591149097891,0.014,2079.62784194532,2082.75107149653,2062.53708384531,2108.20296311979,59.7510714965256,0.0219408850902109,0.00679072697167618,0.00606103133689939,0.00756772948585686,0.00683850076915174,0.00617646683403385,0.0075284654972926,0.0052866972603728,0.00453369558684571,0.00974714658311098,-0.00135966606201942,6,"Scale-up",0.733506763787721,0.356354754363702,2023,3.2426642923358,0.0067373350007403,"Stage 2: diffusion",0.508051824654033,0.242664292335698,"Projected to cross after 2035",2.19408850902109,0.52866972603728,0.974714658311098,0.679072697167618,0.683850076915174,0.67373350007403,0.193138209888372,0.186807449720821,0.199693077291562,0,0.199903846742439,0.32365255253492,0.393739253104679,"Stage 2: diffusion",5347926,0.0189831075018066,21.9408850902109,20.6861790111628,20.0096153257561,FALSE,"After 2035 (~2080)",2.19408850902109,2.06861790111628,2.00096153257561,1.66541878298381,1.51023843210592,5.347926,0.205373529713328,0.217474839419547,0.0121013097062191,0.239700656381942,0.218755260443956,0.257163000932217,0,0.0476745294052254
"Congo","Central Africa",2011,0.222894903296517,0.0296666666666667,2031.82810978969,2033.30217649468,2023.97642517345,2050.57774214128,22.3021764946759,0.0177105096703483,0.00295430286680212,0.00198919848163446,0.00424421171632309,0.0138821153102802,0.0112047002021791,0.0167423895375627,0.0146407981276373,0.0146407981276373,0.0146407981276373,0.0146407981276373,1,"Build / monitor",0.203433922996878,0.353148396450119,2008,18.2198029830467,0.00253537243697577,"Stage 2: diffusion",0.633829957593096,3.21980298304678,"Projected to cross by 2035",1.77105096703483,1.46407981276373,1.46407981276373,0.295430286680212,1.38821153102802,0.253537243697577,0.334745629373388,0.299519902057011,0.375784632188964,0.0213333333333333,0.337485740043589,0.31190122818197,0.402329227541705,"Stage 3: plateau",1477884,0.00524592727109535,17.7105096703483,6.52543706266124,6.25142599564115,TRUE,"By 2035 (~2032)",1.77105096703483,0.652543706266124,0.625142599564115,0.306971154271096,0.382839436006809,1.477884,0.646290968796253,0.658224547475817,0.0119335786795636,0.493022859610747,0.473068039169436,0.512474917071957,0.0105178210050293,0.0633227505521315
"Liberia","West Africa",2019,0.253048793498329,0.175,2060.87888273636,2064.5594549453,2043.5002825118,2107.03291166081,45.5594549453026,0.0146951206501671,0.00568487612864528,0.00452284535897828,0.00704649122635701,0.00674256115648092,0.00561578613514851,0.00798911623939928,0.00798536056370316,0.0083001641106491,0.0146558451497242,0.00225928661851997,3,"Scale-up",0.576899063475546,0.379816393168445,2012,14.3367173316024,0.00547884330499082,"Stage 2: diffusion",0.668497438545599,7.33671733160238,"Projected to cross after 2035",1.46951206501671,0.798536056370316,1.46558451497242,0.568487612864528,0.674256115648092,0.547884330499082,0.278792163357383,0.264089225354385,0.294747167824971,0,0.284374438099574,0.339877851452768,0.426948183039366,"Stage 2: diffusion",1347909,0.00478456535293356,14.6951206501671,12.1207836642617,11.5625561900426,FALSE,"After 2035 (~2061)",1.46951206501671,1.21207836642617,1.15625561900426,0.670976008646394,0.795255949368619,1.347909,0.425099269208507,0.436356794916183,0.0112575257076759,0.767997193666839,0.738915066211915,0.796373232974176,0,0.109261933473799
"Niger","West Africa",2012,0.109933234846429,0.998333333333333,2041.43124366943,2042.25910455608,2039.2953564656,2050.02375668795,30.2591045560832,0.0290066765153571,0.0105562257239049,0.00895737876612456,0.0114222982378305,0.00630773511206265,0.00589588023634221,0.00663094863130438,0.0107538934923814,0.00480555115966378,0.0107538934923814,0.000161557630552951,3,"Scale-up",0.902289281997919,0.613821143139582,2034,-7.58058656876779,0.0108050477421606,"Stage 1: initial",0.1805508007244,-21.5805865687678,"Projected to cross after 2035",2.90066765153571,1.07538934923814,1.07538934923814,1.05562257239049,0.630773511206265,1.08050477421606,0.208239828218284,0.193913799274091,0.219208464830861,0,0.21892235503363,0.484251465866286,0.682597539934292,"Stage 2: diffusion",5689196,0.0201944864732324,29.0066765153571,19.1760171781716,18.107764496637,FALSE,"After 2035 (~2041)",2.90066765153571,1.91760171781716,1.8107764496637,1.82527830229757,2.26989414032945,5.689196,0.177042564730046,0.183406925246456,0.00636436051640986,0.0264301655973585,0.00140334671222553,0.0474535380664479,0,0.0914993060999918
"Guinea","West Africa",2018,0.114285827113167,0,NA,NA,NA,NA,NA,0.0285714172886833,0.00294346982250239,0.00213972157627743,0.00392645207480551,0.0034293826591702,0.00270011200631772,0.00423982574801532,0.00731850809831205,0.00363289975141163,0.00731850809831205,0.000296674044628542,3,"Build / monitor",0.387877211238293,0.184470081546821,2014,12.4751764717464,0.00285051550504473,"Stage 2: diffusion",0.624446374651421,4.47517647174648,"Not projected to cross",2.85714172886833,0.731850809831205,0.731850809831205,0.294346982250239,0.34293826591702,0.285051550504473,0.129706023846532,0.119441343111941,0.140939997889494,0,0.132603347140601,0.156421052674113,0.220730733460852,"Stage 2: diffusion",3518627,0.0124897903598066,28.5714172886833,27.0293976153468,26.7396652859399,FALSE,"Not projected",2.85714172886833,2.70293976153468,2.67396652859399,2.12529091903713,2.51420346295131,3.518627,0.126275559927479,0.131228599174048,0.00495303924656971,-0.0406313524250827,-0.0438100576577734,-0.0375135413440073,0,0.00597593025123029
"Sierra Leone","West Africa",2019,0.239284596691412,1,2029.08159809062,2029.20470096747,2028.05878398013,2030.98857562669,10.2047009674666,0.0160715403308588,0.015190699275217,0.0130882624185469,0.0168654829354804,0.0133113825582967,0.012108717283733,0.0142339621336581,0.00508219195524317,0.0152268056506592,0.0253714193460751,0.00508219195524317,2,"Scale-up",0.933090530697191,0.819623666086235,2030,-3.63742505099526,0.0153799682683273,"Stage 2: diffusion",0.294127639865607,-10.6374250509953,"Projected to cross by 2035",1.60715403308588,0.508219195524317,2.53714193460751,1.5190699275217,1.33113825582967,1.53799682683273,0.335788749275946,0.321455245569714,0.347459250559008,1,0.351077519272969,0.683364351925494,0.943796247067357,"Stage 2: diffusion",2133484,0.00757305843898817,16.0715403308588,6.42112507240537,4.89224807270308,TRUE,"By 2035 (~2029)",1.60715403308588,0.642112507240537,0.489224807270308,1.09893483756156,0.276015777256212,2.133484,0.0970832796934023,0.100819339999629,0.0037360603062265,0.518604195178766,0.503436635158347,0.531164704296918,0.518604195178766,0.0299393967250066
"Burkina Faso","West Africa",2021,0.279405982804968,1,2028.71484652194,2028.75039412445,2028.11105031683,2029.60562706129,7.75039412445317,0.0120594017195032,0.0160478503612605,0.0148611459385741,0.0169924453523839,0.0146115301006978,0.0137963152017181,0.015258442522353,0.0124370705032564,0.00793980720819193,0.0124370705032564,0.00300695726022862,4,"Scale-up",0.964516129032258,0.884530673842804,2031,-5.19153173378254,0.0163168085494439,"Stage 2: diffusion",0.316640127852519,-10.1915317337825,"Projected to cross by 2035",1.20594017195032,1.24370705032564,1.24370705032564,1.60478503612605,1.46115301006978,1.63168085494439,0.338401213361867,0.329793951624756,0.346152335564135,1,0.354586958449312,0.796300454544225,0.960552845344961,"Stage 2: diffusion",5585651,0.0198269410235993,12.0594017195032,6.15987866381327,4.54130415506878,TRUE,"By 2035 (~2029)",1.20594017195032,0.615987866381327,0.454130415506878,-0.037766878375316,-0.255212838119458,5.585651,0.428316359947089,0.43107622880138,0.00275986885429123,0.553704627979098,0.540963460614835,0.56644356006362,0.553704627979098,0.0458353864023444
"South Africa","East/Southern Africa",2016,0.478773473282353,1,2016,2016,2016,2016,0,0,2.65226899965966e-05,1.98415480075298e-05,4.37809981480454e-05,9.18689470268749e-05,6.87671302472116e-05,0.000151477208956711,-0.000811745813016947,-0.000811745813016947,-0.000811745813016947,-0.000811745813016947,1,"Maintain / equity",0.00187304890738814,0.491951726498,1968,57.9442674232625,2.31001791997062e-05,"Stage 3: plateau",0.973267758848967,47.9442674232625,"Already crossed",0,-0.0811745813016947,-0.0811745813016947,0.00265226899965966,0.00918689470268749,0.00231001791997062,0.491759824799836,0.484764306291771,0.49911660800662,1,0.491784596872812,0.484943826146538,0.49936501918855,"Stage 3: plateau",17558799,0.0623270720312161,-7.8773473282353,-9.17598247998357,-9.1784596872812,TRUE,"Already crossed (2016)",0,0,0,0.0811745813016947,-0.00918689470268749,17.558799,0.675958503023981,0.67808878279193,0.00213027976794911,-0.0662556140018445,-0.0771232615573726,-0.0557947066866414,-0.0662556140018445,0.0549239533277495
"Cameroon","Central Africa",2018,0.163836351658967,0,NA,NA,NA,NA,NA,0.0236163648341033,0.000285012984519797,0.000242230961034994,0.000331353260853328,0.000893828874637833,0.000763899343151783,0.00103314379321441,0.000334740957875002,0.00470373145329825,0.00994127419341189,0.000334740957875002,4,"Maintain / equity",0.0243496357960458,0.175409351680846,1998,28.3171582825371,0.000241297918279754,"Stage 3: plateau",0.934238263812806,20.3171582825372,"Not projected to cross",2.36163648341033,0.0334740957875002,0.994127419341189,0.0285012984519797,0.0893828874637833,0.0241297918279754,0.173711723188685,0.168707956073576,0.178718454396141,0,0.173974283516182,0.170200554051211,0.180635125400476,"Stage 3: plateau",6935818,0.024619521419512,23.6163648341033,22.6288276811315,22.6025716483818,FALSE,"Not projected",2.36163648341033,2.26288276811315,2.26025716483818,2.32816238762283,2.27225359594655,6.935818,0.145011185737735,0.146380508198469,0.00136932246073417,-0.0384197960649529,-0.0415133384100253,-0.0353950712454536,0,0.001534978644784
"Congo Democratic Republic","Central Africa",2023,0.0989393506970059,0,NA,NA,NA,NA,NA,0.0301060649302994,0.000444691414475815,0.000332947388939876,0.000568975775512697,0.000610840346635541,0.000459841449252636,0.000777738192148736,0.00177281174401292,0.00210847530009272,0.00244413885617252,0.00177281174401292,2,"Maintain / equity",0.0437044745057232,0.101508904745192,2004,22.2985827869829,0.00037851714538018,"Stage 3: plateau",0.975094831125115,19.2985827869828,"Not projected to cross",3.01060649302994,0.177281174401292,0.244413885617252,0.0444691414475815,0.0610840346635541,0.037851714538018,0.0988133110758309,0.0953962483773943,0.102300908925624,0,0.0992240748096005,0.0975083499233797,0.105593526310376,"Stage 3: plateau",23560764,0.0836317697433909,30.1060649302994,30.1186688924169,30.07759251904,FALSE,"Not projected",3.01060649302994,3.01186688924169,3.007759251904,2.83332531862865,2.94952245836639,23.560764,3.06514939931343,3.06589087359143,0.000741474277993466,-0.572807992342782,-0.618976409905763,-0.529172496865317,0,0.153404237924706
"Benin","West Africa",2017,0.116720137394299,0,NA,NA,NA,NA,NA,0.0283279862605701,0.00357671611577808,0.00280150523203629,0.00450271147675539,0.00407727214956455,0.00343487311745265,0.00478577583220682,0.00544303486227996,0.00398392470841538,0.00719359190045148,-0.000201205735519319,4,"Build / monitor",0.458584807492196,0.213962206898084,2015,10.8628641130863,0.00347630679931969,"Stage 2: diffusion",0.548626666712466,1.86286411308635,"Not projected to cross",2.83279862605701,0.544303486227996,0.719359190045148,0.357671611577808,0.407727214956455,0.347630679931969,0.145116062648468,0.135565871137076,0.155731418441574,0,0.1486430770775,0.185533015865938,0.249787461032777,"Stage 2: diffusion",3355286,0.0119099918056657,28.3279862605701,25.4883937351532,25.13569229225,FALSE,"Not projected",2.83279862605701,2.54883937351532,2.513569229225,2.28849513982901,2.42507141110056,3.355286,0.0074730851284213,0.00749714758407076,2.40624556494651e-05,0.0222296458324666,0.0214533881628499,0.0229573968199585,0,0.024660874696463
"Gambia","West Africa",2019,0.122295761745874,0.979333333333333,2056.18663730694,2057.7750246545,2052.02143360924,2073.67126751658,38.7750246545011,0.0277704238254126,0.00799277045823677,0.00726581071102946,0.00846793778398863,0.0065511619312092,0.00614842705123649,0.00688008632695586,0.00953634545446252,0.00953634545446252,0.00953634545446252,0.00953634545446252,1,"Scale-up",0.842872008324662,0.469038491724904,2034,-8.04047087192771,0.00819038078706796,"Stage 2: diffusion",0.261601663383597,-15.0404708719277,"Projected to cross after 2035",2.77704238254126,0.953634545446252,0.953634545446252,0.799277045823677,0.65511619312092,0.819038078706796,0.155852326724999,0.148872827005669,0.162604474873775,0,0.163945286307124,0.404150927164773,0.506481839646029,"Stage 2: diffusion",655206,0.002325732617435,27.7704238254126,24.4147673275001,23.6054713692876,FALSE,"After 2035 (~2056)",2.77704238254126,2.44147673275001,2.36054713692876,1.82340783709501,2.12192618942034,0.655206,0.0438802683134,0.0438855751554541,5.30684205413151e-06,0.0426824264267963,0.0414092434141334,0.0439557797924201,0,0.00818657207366146
