"X","country","survey_id","year","n_rows","n_women","mCPR","mCPR_pct","se_mCPR","se_mCPR_pct","year_first","t_rel","y","n","year_center","p_hat","y_hat","pearson_resid","p_hat_clipped","logit_mCPR"
123,"Indonesia","ID1994DHS",1994,28168,28168.0003330008,0.484968122461848,48.4968122461848,0.00454849240308341,0.454849240308341,1987,7,13661,28168,-6,NA,NA,NA,0.484968122461848,-0.0601456349858703
124,"Indonesia","ID1997DHS",1997,28810,28810.0003089999,0.511707558621395,51.1707558621396,0.00448480816709325,0.448480816709325,1987,10,14742,28810,-3,NA,NA,NA,0.511707558621395,0.0468387958039859
125,"Indonesia","ID2003DHS",2003,29483,29482.9995030008,0.538562133014445,53.8562133014445,0.00484161538640929,0.484161538640929,1987,16,15878,29483,3,NA,NA,NA,0.538562133014445,0.154555459454506
126,"Indonesia","ID2007DHS",2007,32895,32895.0001819989,0.541897926535185,54.1897926535185,0.00434361369034135,0.434361369034135,1987,20,17826,32895,7,NA,NA,NA,0.541897926535185,0.167985629168005
127,"Indonesia","ID2012DHS",2012,45607,45606.9996010025,0.427210913839025,42.7210913839025,0.00338118310788414,0.338118310788414,1987,25,19484,45607,12,NA,NA,NA,0.427210913839025,-0.293239727279347
128,"Indonesia","ID2017DHS",2017,49627,49626.9992700021,0.413596975173288,41.3596975173288,0.00271576848607874,0.271576848607874,1987,30,20526,49627,17,NA,NA,NA,0.413596975173288,-0.349115299101778
129,"Jordan","JO1990DHS",1990,6461,6460.99809499993,0.25786307030323,25.786307030323,0.00586757176036352,0.586757176036352,1990,0,1666,6461,-10,NA,NA,NA,0.25786307030323,-1.05710505873902
130,"Jordan","JO1997DHS",1997,5548,5547.99757599971,0.36385991672613,36.385991672613,0.00673265120160892,0.673265120160892,1990,7,2019,5548,-3,NA,NA,NA,0.36385991672613,-0.558649846400854
131,"Jordan","JO2002DHS",2002,6006,6006.00009400001,0.392938815361928,39.2938815361928,0.00771672675708817,0.771672675708817,1990,12,2360,6006,2,NA,NA,NA,0.392938815361928,-0.434975670747997
132,"Jordan","JO2007DHS",2007,10876,10876.0001709998,0.400123416842496,40.0123416842496,0.00744731154414642,0.744731154414642,1990,17,4352,10876,7,NA,NA,NA,0.400123416842496,-0.404950897695694
133,"Jordan","JO2009DHS",2009,10109,10109.0000310002,0.403807227765546,40.3807227765546,0.00814725400307341,0.814725400307341,1990,19,4082,10109,9,NA,NA,NA,0.403807227765546,-0.38962645302683
134,"Jordan","JO2012DHS",2012,11352,11352.0000280002,0.403338056351874,40.3338056351874,0.00795628712689183,0.795628712689183,1990,22,4579,11352,12,NA,NA,NA,0.403338056351874,-0.39157563464439
135,"Jordan","JO2017DHS",2017,14689,14688.9996330001,0.348049210547619,34.8049210547619,0.0060374941124428,0.60374941124428,1990,27,5112,14689,17,NA,NA,NA,0.348049210547619,-0.627625203381473
136,"Jordan","JO2023DHS",2023,12595,12594.999878,0.354163935467088,35.4163935467088,0.00656736165485253,0.656736165485252,1990,33,4461,12595,23,NA,NA,NA,0.354163935467088,-0.600785801026249
137,"Kazakhstan","KK1995DHS",1995,3771,3771.00002799982,0.335815977883113,33.5815977883113,0.00918065064679384,0.918065064679384,1995,0,1266,3771,-5,NA,NA,NA,0.335815977883113,-0.681995927764681
138,"Kazakhstan","KK1999DHS",1999,4800,4800.00006600037,0.386694510932913,38.6694510932913,0.00803005994823187,0.803005994823187,1995,4,1856,4800,-1,NA,NA,NA,0.386694510932913,-0.461228158771179
139,"Kenya","KE1989DHS",1989,7150,7150.00028200017,0.146616934497061,14.6616934497061,0.00532825006888398,0.532825006888398,1989,0,1048,7150,-11,NA,NA,NA,0.146616934497061,-1.76138522922557
140,"Kenya","KE1993DHS",1993,7540,7540.0003279998,0.206850036359845,20.6850036359845,0.00525813191747475,0.525813191747475,1989,4,1560,7540,-7,NA,NA,NA,0.206850036359845,-1.34401824432593
141,"Kenya","KE1998DHS",1998,7881,7881.00014299983,0.236019871875296,23.6019871875296,0.00540860686128987,0.540860686128987,1989,9,1860,7881,-2,NA,NA,NA,0.236019871875296,-1.1746257741781
142,"Kenya","KE2003DHS",2003,8195,8194.99994200007,0.227195846269352,22.7195846269352,0.00513644544675407,0.513644544675407,1989,14,1862,8195,3,NA,NA,NA,0.227195846269352,-1.22421325337942
143,"Kenya","KE2008DHS",2008,8444,8444.0000029999,0.279599801179682,27.9599801179682,0.00715336374457414,0.715336374457414,1989,19,2361,8444,8,NA,NA,NA,0.279599801179682,-0.946447590016771
144,"Kenya","KE2014DHS",2014,31079,31079.0000409998,0.391336018274569,39.1336018274569,0.00373298283049001,0.373298283049001,1989,25,12162,31079,14,NA,NA,NA,0.391336018274569,-0.441699788587468
145,"Kenya","KE2022DHS",2022,32156,32156.000492,0.419868867938313,41.9868867938313,0.00383249310632111,0.383249310632111,1989,33,13501,32156,22,NA,NA,NA,0.419868867938313,-0.323311724415195
146,"Kyrgyz Republic","KY1997DHS",1997,3848,3847.99936499995,0.352977652843246,35.2977652843246,0.00878678147500162,0.878678147500162,1997,0,1358,3848,-3,NA,NA,NA,0.352977652843246,-0.605976085023081
147,"Kyrgyz Republic","KY2012DHS",2012,8208,8208.00015700005,0.226603802561305,22.6603802561305,0.00549794395330498,0.549794395330498,1997,15,1860,8208,12,NA,NA,NA,0.226603802561305,-1.22758833308539
148,"Lesotho","LS2004DHS",2004,7095,7094.99954000018,0.276263379574508,27.6263379574508,0.00614035965338105,0.614035965338105,2004,0,1960,7095,4,NA,NA,NA,0.276263379574508,-0.963072857749568
149,"Lesotho","LS2009DHS",2009,7624,7624.00032999996,0.348741669191401,34.8741669191401,0.00641162711919564,0.641162711919564,2004,5,2659,7624,9,NA,NA,NA,0.348741669191401,-0.62457493978728
150,"Lesotho","LS2014DHS",2014,6621,6620.99994500001,0.485295353374296,48.5295353374296,0.00737707215226912,0.737707215226912,2004,10,3213,6621,14,NA,NA,NA,0.485295353374296,-0.0588355528347696
151,"Lesotho","LS2023DHS",2023,6413,6412.99996900012,0.532158420005745,53.2158420005745,0.00832904502756296,0.832904502756296,2004,19,3413,6413,23,NA,NA,NA,0.532158420005745,0.128811492652722
152,"Liberia","LB1986DHS",1986,5239,5239.00028299966,0.0697565402288457,6.97565402288457,0.00398604586548786,0.398604586548786,1986,0,365,5239,-14,NA,NA,NA,0.0697565402288457,-2.59043515356038
153,"Liberia","LB2007DHS",2007,7092,7091.96639999997,0.117201559217765,11.7201559217765,0.00476429535054459,0.476429535054459,1986,21,831,7092,7,NA,NA,NA,0.117201559217765,-2.01920172720218
154,"Liberia","LB2013DHS",2013,9239,9238.99979699995,0.20513663011611,20.513663011611,0.00592057564127685,0.592057564127685,1986,27,1895,9239,13,NA,NA,NA,0.20513663011611,-1.35449399259819
155,"Liberia","LB2019DHS",2019,8065,8064.99973299999,0.253048793498329,25.3048793498329,0.00700324967625323,0.700324967625323,1986,33,2041,8065,19,NA,NA,NA,0.253048793498329,-1.08241753391488
156,"Madagascar","MD1992DHS",1992,6260,6260.00039000107,0.034810768598045,3.4810768598045,0.00244820671791011,0.244820671791011,1992,0,218,6260,-8,NA,NA,NA,0.034810768598045,-3.32239739544644
157,"Madagascar","MD1997DHS",1997,7060,7060.00154799967,0.0733548040292904,7.33548040292904,0.00331255632538167,0.331255632538167,1992,5,518,7060,-3,NA,NA,NA,0.0733548040292904,-2.53626275088287
158,"Madagascar","MD2004DHS",2004,7949,7949.00004600012,0.140494647822019,14.0494647822019,0.00563479672397748,0.563479672397748,1992,12,1117,7949,4,NA,NA,NA,0.140494647822019,-1.81118765763193
159,"Madagascar","MD2008DHS",2008,17375,17375.0000310003,0.229926822150918,22.9926822150918,0.00392031368096593,0.392031368096593,1992,16,3995,17375,8,NA,NA,NA,0.229926822150918,-1.20872445276283
160,"Madagascar","MD2021DHS",2021,18869,18869.0000619999,0.340949162587376,34.0949162587376,0.00402382994925005,0.402382994925005,1992,29,6433,18869,21,NA,NA,NA,0.340949162587376,-0.659067291945604
161,"Malawi","MW1992DHS",1992,4849,4848.99624100007,0.0627452911650953,6.27452911650953,0.00395171508096667,0.395171508096667,1992,0,304,4849,-8,NA,NA,NA,0.0627452911650953,-2.70387154569793
162,"Malawi","MW2000DHS",2000,13220,13220.0009659992,0.215100909395816,21.5100909395816,0.00413437665585398,0.413437665585398,1992,8,2844,13220,0,NA,NA,NA,0.215100909395816,-1.29444789847218
163,"Malawi","MW2004DHS",2004,11698,11697.890522,0.223976694778644,22.3976694778644,0.00454424869193535,0.454424869193535,1992,12,2620,11698,4,NA,NA,NA,0.223976694778644,-1.24264054695839
164,"Malawi","MW2010DHS",2010,23020,23020.0001139997,0.326244222363523,32.6244222363523,0.00394412551733977,0.394412551733977,1992,18,7510,23020,10,NA,NA,NA,0.326244222363523,-0.725221448278637
165,"Malawi","MW2015DHS",2015,24562,24561.9998020004,0.451505104445806,45.1505104445806,0.00400858688829496,0.400858688829496,1992,23,11090,24562,15,NA,NA,NA,0.451505104445806,-0.194591295159962
166,"Malawi","MW2024DHS",2024,21587,20848.9998149998,0.5296723957499,52.96723957499,0.00414308490097873,0.414308490097873,1992,32,11043,20849,24,NA,NA,NA,0.5296723957499,0.118829211993221
167,"Maldives","MV2009DHS",2009,7131,7130.99986100002,0.253733785902257,25.3733785902257,0.0062330993127116,0.62330993127116,2009,0,1809,7131,9,NA,NA,NA,0.253733785902257,-1.07879676151264
168,"Maldives","MV2016DHS",2016,7699,7698.9998690005,0.106443930762969,10.6443930762969,0.00494792119384322,0.494792119384322,2009,7,820,7699,16,NA,NA,NA,0.106443930762969,-2.12759071018903
169,"Mali","ML1987DHS",1987,3200,3199.99965999979,0.0123673466265314,1.23673466265314,0.00214369396802489,0.214369396802489,1987,0,40,3200,-13,NA,NA,NA,0.0123673466265314,-4.38025115757234
170,"Mali","ML1996DHS",1996,9704,9704.00041800008,0.0503995601744616,5.03995601744616,0.00233690851257276,0.233690851257276,1987,9,489,9704,-4,NA,NA,NA,0.0503995601744616,-2.93605885812257
171,"Mali","ML2001DHS",2001,12849,12848.9957759998,0.0690976200380076,6.90976200380076,0.00277241945332851,0.277241945332851,1987,14,888,12849,1,NA,NA,NA,0.0690976200380076,-2.6006341288499
172,"Mali","ML2006DHS",2006,14583,14582.999886,0.0622992897279105,6.22992897279105,0.00279201237350415,0.279201237350415,1987,19,909,14583,6,NA,NA,NA,0.0622992897279105,-2.71148080099495
173,"Mali","ML2012DHS",2012,10424,10423.9997900001,0.0956747832973611,9.56747832973611,0.00327012914694163,0.327012914694163,1987,25,997,10424,12,NA,NA,NA,0.0956747832973611,-2.24623428236411
174,"Mali","ML2018DHS",2018,10519,10519.000156,0.154157662796027,15.4157662796027,0.004038003854498,0.4038003854498,1987,31,1622,10519,18,NA,NA,NA,0.154157662796027,-1.7023571165019
175,"Mali","ML2023DHS",2023,17202,17346.8373319997,0.180591149097891,18.0591149097891,0.0033307718968729,0.33307718968729,1987,36,3133,17347,23,NA,NA,NA,0.180591149097891,-1.51234753527655
176,"Morocco","MA1987DHS",1987,5982,5976,0.264390896921017,26.4390896921017,0.00570481416961959,0.570481416961959,1987,0,1580,5976,-13,NA,NA,NA,0.264390896921017,-1.0232701895025
177,"Morocco","MA1992DHS",1992,9256,9256,0.19652117545376,19.652117545376,0.00413028691408441,0.413028691408441,1987,5,1819,9256,-8,NA,NA,NA,0.19652117545376,-1.40818064218518
178,"Morocco","MA2003DHS",2003,16798,16798.0003419997,0.2899759595683,28.99759595683,0.00370661704167013,0.370661704167013,1987,16,4871,16798,3,NA,NA,NA,0.2899759595683,-0.895500807721147
179,"Mozambique","MZ1997DHS",1997,8779,8778.99988200012,0.0536293690999271,5.36293690999271,0.00483499429395169,0.483499429395169,1997,0,471,8779,-3,NA,NA,NA,0.0536293690999271,-2.87053743075784
180,"Mozambique","MZ2003DHS",2003,12418,12418.0004049998,0.216111589827255,21.6111589827255,0.00461419469966332,0.461419469966332,1997,6,2684,12418,3,NA,NA,NA,0.216111589827255,-1.28847178240379
181,"Mozambique","MZ2011DHS",2011,13745,13745.0000900007,0.12080490666624,12.080490666624,0.00337241286938405,0.337241286938405,1997,14,1660,13745,11,NA,NA,NA,0.12080490666624,-1.98482991946943
182,"Mozambique","MZ2022DHS",2022,13183,13182.9999619999,0.250311161307126,25.0311161307126,0.00479693523153028,0.479693523153028,1997,25,3300,13183,22,NA,NA,NA,0.250311161307126,-1.09695344953829
183,"Namibia","NM1992DHS",1992,5421,5421.00021199965,0.21435211963797,21.435211963797,0.00572470696635984,0.572470696635984,1992,0,1162,5421,-8,NA,NA,NA,0.21435211963797,-1.29888862101836
184,"Namibia","NM2000DHS",2000,6755,6754.9998880001,0.370833849523813,37.0833849523813,0.00743973938790939,0.743973938790939,1992,8,2505,6755,0,NA,NA,NA,0.370833849523813,-0.52864125467389
185,"Namibia","NM2006DHS",2006,9804,9803.99998999998,0.456607828801105,45.6607828801105,0.00605434210240539,0.605434210240539,1992,14,4477,9804,6,NA,NA,NA,0.456607828801105,-0.174006410007977
186,"Namibia","NM2013DHS",2013,9176,9176.00018399997,0.497159535693403,49.7159535693403,0.00606393351871721,0.606393351871721,1992,21,4562,9176,13,NA,NA,NA,0.497159535693403,-0.0113619794556379
187,"Nepal","NP1996DHS",1996,8429,8428.99990299973,0.246379149590557,24.6379149590557,0.00493678364897724,0.493678364897724,1996,0,2077,8429,-4,NA,NA,NA,0.246379149590557,-1.11801778270949
188,"Nepal","NP2001DHS",2001,8726,8726.00076199946,0.338329716959989,33.8329716959989,0.00541436105580964,0.541436105580964,1996,5,2952,8726,1,NA,NA,NA,0.338329716959989,-0.670746456027456
189,"Nepal","NP2006DHS",2006,10793,10793.0004549997,0.344206081477468,34.4206081477468,0.00571421702544031,0.571421702544031,1996,10,3715,10793,6,NA,NA,NA,0.344206081477468,-0.644606038932807
190,"Nepal","NP2011DHS",2011,12674,12674.0004390013,0.331998696800698,33.1998696800698,0.00509396920221409,0.509396920221409,1996,15,4208,12674,11,NA,NA,NA,0.331998696800698,-0.699159080822219
191,"Nepal","NP2016DHS",2016,12862,12861.9998610002,0.332086543396049,33.2086543396049,0.00490652486569556,0.490652486569556,1996,20,4271,12862,16,NA,NA,NA,0.332086543396049,-0.698763001334553
192,"Nepal","NP2022DHS",2022,14845,14844.9998590004,0.327459191187039,32.7459191187039,0.0043844184945135,0.43844184945135,1996,26,4861,14845,22,NA,NA,NA,0.327459191187039,-0.719699351635932
193,"Nicaragua","NC1998DHS",1998,13634,13634.0008660002,0.38954544679869,38.954544679869,0.00473614414600093,0.473614414600093,1998,0,5311,13634,-2,NA,NA,NA,0.38954544679869,-0.449223310502292
194,"Nicaragua","NC2001DHS",2001,13060,13060.0009629998,0.43943110151825,43.943110151825,0.00517997043476027,0.517997043476027,1998,3,5739,13060,1,NA,NA,NA,0.43943110151825,-0.243471218973025
195,"Niger","NI1992DHS",1992,6503,6503.00055299948,0.023110198711375,2.3110198711375,0.00207805498276687,0.207805498276687,1992,0,150,6503,-8,NA,NA,NA,0.023110198711375,-3.74409982998092
196,"Niger","NI1998DHS",1998,7577,7577.00038199985,0.0441174128477172,4.41174128477172,0.00248943302942166,0.248943302942166,1992,6,334,7577,-2,NA,NA,NA,0.0441174128477172,-3.07578053504752
197,"Niger","NI2006DHS",2006,9223,9222.999958,0.0454098738921408,4.54098738921408,0.00259250508778971,0.259250508778971,1992,14,419,9223,6,NA,NA,NA,0.0454098738921408,-3.04555249302033
198,"Niger","NI2012DHS",2012,11160,11160.000092,0.109933234846429,10.9933234846429,0.00345253883875432,0.345253883875432,1992,20,1227,11160,12,NA,NA,NA,0.109933234846429,-2.0914232513605
199,"Nigeria","NG1990DHS",1990,8781,8778.14204799995,0.0375147532586388,3.75147532586388,0.00275661964478395,0.275661964478395,1990,0,329,8778,-10,NA,NA,NA,0.0375147532586388,-3.24478446214625
200,"Nigeria","NG2003DHS",2003,7620,7620.00013899997,0.0892770221247372,8.92770221247372,0.0041218125431159,0.41218125431159,1990,13,680,7620,3,NA,NA,NA,0.0892770221247372,-2.32249462152028
201,"Nigeria","NG2008DHS",2008,33385,33384.9998909989,0.10487774993056,10.487774993056,0.00181186048694529,0.181186048694529,1990,18,3501,33385,8,NA,NA,NA,0.10487774993056,-2.14416491572937
202,"Nigeria","NG2013DHS",2013,38948,38947.9995570011,0.111490759843644,11.1490759843644,0.00188020687150703,0.188020687150703,1990,23,4342,38948,13,NA,NA,NA,0.111490759843644,-2.07560333115771
203,"Nigeria","NG2018DHS",2018,41821,41821.0001899993,0.105127759547257,10.5127759547257,0.00182530558741644,0.182530558741644,1990,28,4397,41821,18,NA,NA,NA,0.105127759547257,-2.14150459188703
204,"Nigeria","NG2024DHS",2024,39050,39050.0003269998,0.13104165101535,13.104165101535,0.00201445692303328,0.201445692303328,1990,34,5117,39050,24,NA,NA,NA,0.13104165101535,-1.89177997494581
205,"Pakistan","PK1991DHS",1991,6611,6611.00025199993,0.0867779628092513,8.67779628092513,0.00463197202938764,0.463197202938764,1991,0,574,6611,-9,NA,NA,NA,0.0867779628092513,-2.35362634145232
206,"Pakistan","PK2006DHS",2006,10023,10022.9999799999,0.207331825915061,20.7331825915061,0.00476119931429177,0.476119931429177,1991,15,2078,10023,6,NA,NA,NA,0.207331825915061,-1.34108415674744
207,"Pakistan","PK2012DHS",2012,13558,13557.9999990001,0.249036534462976,24.9036534462976,0.00508442416967607,0.508442416967607,1991,21,3376,13558,12,NA,NA,NA,0.249036534462976,-1.10375739237457
208,"Pakistan","PK2017DHS",2017,15068,12364.0000380001,0.243493277721387,24.3493277721387,0.00520457672316847,0.520457672316847,1991,26,3011,12364,17,NA,NA,NA,0.243493277721387,-1.13362208396698
209,"Peru","PE1986DHS",1986,4999,4999,0.141428285657131,14.1428285657131,0.00492850110675397,0.492850110675397,1986,0,707,4999,-14,NA,NA,NA,0.141428285657131,-1.80347743785402
210,"Peru","PE1992DHS",1992,15882,15882.0003300013,0.198573892612418,19.8573892612418,0.00338243796892799,0.338243796892799,1986,6,3154,15882,-8,NA,NA,NA,0.198573892612418,-1.3952314890638
211,"Peru","PE1996DHS",1996,28951,28950.9999409985,0.263510980399555,26.3510980399555,0.00328513835423455,0.328513835423455,1986,10,7629,28951,-4,NA,NA,NA,0.263510980399555,-1.02779928843999
212,"Peru","PE2000DHS",2000,27843,27842.9996759975,0.320057877373111,32.0057877373111,0.0035752617492591,0.35752617492591,1986,14,8911,27843,0,NA,NA,NA,0.320057877373111,-0.753505834533464
213,"Peru","PE2004DHS",2004,41648,40552.1726009964,0.320775367006616,32.0775367006616,0.00322679616273096,0.322679616273096,1986,18,13008,40552,4,NA,NA,NA,0.320775367006616,-0.75021081509241
214,"Peru","PE2007DHS",2007,41648,40552.1726009964,0.320775367006616,32.0775367006616,0.00322679616273096,0.322679616273096,1986,21,13008,40552,7,NA,NA,NA,0.320775367006616,-0.75021081509241
215,"Peru","PE2009DHS",2009,24212,24212.5190520011,0.341676620728,34.1676620728,0.0040982863664798,0.40982863664798,1986,23,8273,24213,9,NA,NA,NA,0.341676620728,-0.655831532141573
216,"Peru","PE2010DHS",2010,22947,22946.999931,0.346999993852924,34.6999993852924,0.00419782857308303,0.419782857308303,1986,24,7963,22947,10,NA,NA,NA,0.346999993852924,-0.632252376458081
217,"Peru","PE2011DHS",2011,22517,22516.9996940003,0.353383311726036,35.3383311726036,0.00427494319910605,0.427494319910605,1986,25,7957,22517,11,NA,NA,NA,0.353383311726036,-0.604200337511879
218,"Peru","PE2012DHS",2012,23888,23887.9938640009,0.360555286853936,36.0555286853936,0.00420485431244737,0.420485431244737,1986,26,8613,23888,12,NA,NA,NA,0.360555286853936,-0.57295485747235
219,"Philippines","PH1993DHS",1993,15029,15029.0006860022,0.151198116859262,15.1198116859262,0.00301541027356556,0.301541027356556,1993,0,2272,15029,-7,NA,NA,NA,0.151198116859262,-1.72523479685577
220,"Philippines","PH1998DHS",1998,13983,13982.9921220017,0.171824611430595,17.1824611430595,0.00353249333039743,0.353249333039743,1993,5,2403,13983,-2,NA,NA,NA,0.171824611430595,-1.57275069831809
221,"Philippines","PH2003DHS",2003,13633,13632.99987,0.216170897535556,21.6170897535556,0.00370645766108832,0.370645766108832,1993,10,2947,13633,3,NA,NA,NA,0.216170897535556,-1.28812172788775
222,"Philippines","PH2008DHS",2008,13594,13593.9999559997,0.218159679902832,21.8159679902832,0.00377540209373237,0.377540209373237,1993,15,2966,13594,8,NA,NA,NA,0.218159679902832,-1.27642325416817
223,"Philippines","PH2013DHS",2013,16155,16155.0006689996,0.235464760351234,23.5464760351234,0.00348229936753708,0.348229936753708,1993,20,3804,16155,13,NA,NA,NA,0.235464760351234,-1.17770685464932
224,"Philippines","PH2017DHS",2017,25074,25073.9998270007,0.249134840516079,24.9134840516079,0.00447078677803176,0.447078677803177,1993,24,6247,25074,17,NA,NA,NA,0.249134840516079,-1.10323180961771
225,"Philippines","PH2022DHS",2022,27821,27821.0002180002,0.242636996948533,24.2636996948533,0.00380639203840592,0.380639203840592,1993,29,6750,27821,22,NA,NA,NA,0.242636996948533,-1.1382761802384
226,"Rwanda","RW1992DHS",1992,6551,6550.99963799906,0.0855105973065056,8.55105973065056,0.00360713368596287,0.360713368596287,1992,0,560,6551,-8,NA,NA,NA,0.0855105973065056,-2.36972556630826
227,"Rwanda","RW2000DHS",2000,10421,10421.0004170007,0.0335981425956772,3.35981425956772,0.00190395806071619,0.190395806071619,1992,8,350,10421,0,NA,NA,NA,0.0335981425956772,-3.35910896361104
228,"Rwanda","RW2005DHS",2005,11321,11321.0001709999,0.0564705370853765,5.64705370853765,0.00229103424254063,0.229103424254063,1992,13,639,11321,5,NA,NA,NA,0.0564705370853765,-2.81590855695008
229,"Rwanda","RW2008DHS",2008,7313,7312.99992400007,0.162691132963833,16.2691132963833,0.00469979817242898,0.469979817242898,1992,16,1190,7313,8,NA,NA,NA,0.162691132963833,-1.63833950574965
230,"Rwanda","RW2010DHS",2010,13671,13670.9999139999,0.252333959381226,25.2333959381226,0.00379865803225885,0.379865803225885,1992,18,3450,13671,10,NA,NA,NA,0.252333959381226,-1.08620296271468
231,"Rwanda","RW2015DHS",2015,13497,13497.0000549999,0.277623529208769,27.7623529208769,0.00403659217443864,0.403659217443864,1992,23,3747,13497,15,NA,NA,NA,0.277623529208769,-0.956280446246975
232,"Rwanda","RW2019DHS",2019,14634,14633.9998109996,0.351298453354893,35.1298453354893,0.00421040709484416,0.421040709484416,1992,27,5141,14634,19,NA,NA,NA,0.351298453354893,-0.613336587809915
233,"Senegal","SN1986DHS",1986,4415,4414,0.026506570004531,2.6506570004531,0.00241783753000603,0.241783753000603,1986,0,117,4414,-14,NA,NA,NA,0.026506570004531,-3.60349844897724
234,"Senegal","SN1993DHS",1993,6310,6310,0.045324881141046,4.5324881141046,0.00261867413889859,0.261867413889859,1986,7,286,6310,-7,NA,NA,NA,0.045324881141046,-3.04751495865988
235,"Senegal","SN1997DHS",1997,8593,8593.00013099995,0.0701162508803416,7.01162508803416,0.00319118030620085,0.319118030620085,1986,11,603,8593,-3,NA,NA,NA,0.0701162508803416,-2.58490498595803
236,"Senegal","SN2005DHS",2005,14602,14602.0000530004,0.0762334454156687,7.62334454156687,0.00274925967099063,0.274925967099063,1986,19,1113,14602,5,NA,NA,NA,0.0762334454156687,-2.49465911055423
237,"Senegal","SN2010DHS",2010,15688,15688.0000189994,0.0885727636612167,8.85727636612167,0.00297079775265985,0.297079775265985,1986,24,1390,15688,10,NA,NA,NA,0.0885727636612167,-2.33118735998579
238,"Senegal","SN2012DHS",2012,8636,8635.99986900021,0.113844487947383,11.3844487947383,0.0044578998007298,0.44578998007298,1986,26,983,8636,12,NA,NA,NA,0.113844487947383,-2.05205908041211
239,"Senegal","SN2014DHS",2014,8488,8487.99986500004,0.147453001638331,14.7453001638331,0.00573891289067613,0.573891289067613,1986,28,1252,8488,14,NA,NA,NA,0.147453001638331,-1.75471884563594
240,"Senegal","SN2015DHS",2015,8851,8851.00021599977,0.153329659347061,15.3329659347061,0.00508832312032119,0.508832312032119,1986,29,1357,8851,15,NA,NA,NA,0.153329659347061,-1.70872117094099
241,"Senegal","SN2016DHS",2016,8865,8864.99972599965,0.16565616552621,16.565616552621,0.00547949188726261,0.547949188726261,1986,30,1469,8865,16,NA,NA,NA,0.16565616552621,-1.61673124069575
242,"Senegal","SN2017DHS",2017,16787,16786.9999320001,0.188688380879896,18.8688380879896,0.00377178950727844,0.377178950727844,1986,31,3168,16787,17,NA,NA,NA,0.188688380879896,-1.45855534499053
243,"Senegal","SN2018DHS",2018,9414,9413.99975999977,0.181928478506786,18.1928478506786,0.00542901854577713,0.542901854577713,1986,32,1713,9414,18,NA,NA,NA,0.181928478506786,-1.5033361327645
244,"Senegal","SN2019DHS",2019,8649,8648.99969199995,0.179026070428956,17.9026070428956,0.00556127571477168,0.556127571477168,1986,33,1548,8649,19,NA,NA,NA,0.179026070428956,-1.5229599143771
245,"Senegal","SN2023DHS",2023,16583,16582.9994840005,0.174527653745172,17.4527653745172,0.00391782025482545,0.391782025482545,1986,37,2894,16583,23,NA,NA,NA,0.174527653745172,-1.55387256013947
246,"Sierra Leone","SL2008DHS",2008,7374,7373.99976999996,0.0819343482295773,8.19343482295773,0.00367971503867354,0.367971503867354,2008,0,604,7374,8,NA,NA,NA,0.0819343482295773,-2.41635060891194
247,"Sierra Leone","SL2013DHS",2013,16658,16657.9998699998,0.208791444959953,20.8791444959953,0.00380699793189779,0.380699793189779,2008,5,3478,16658,13,NA,NA,NA,0.208791444959953,-1.33222571023517
248,"Sierra Leone","SL2019DHS",2019,15574,15574.000548,0.239284596691412,23.9284596691412,0.00397474449169966,0.397474449169966,2008,11,3727,15574,19,NA,NA,NA,0.239284596691412,-1.15660568600969
249,"South Africa","ZA1998DHS",1998,11735,11735.0005370009,0.493384897916658,49.3384897916658,0.00537256987067585,0.537256987067585,1998,0,5790,11735,-2,NA,NA,NA,0.493384897916658,-0.0264619523571801
250,"South Africa","ZA2016DHS",2016,8514,8513.99990699994,0.478773473282353,47.8773473282353,0.00690942346891972,0.690942346891972,1998,18,4076,8514,16,NA,NA,NA,0.478773473282353,-0.0849571697753414
251,"Tajikistan","TJ2012DHS",2012,9656,9655.99984800002,0.175226494784014,17.5226494784014,0.00435320674457866,0.435320674457866,2012,0,1692,9656,12,NA,NA,NA,0.175226494784014,-1.54902941650482
252,"Tajikistan","TJ2017DHS",2017,10718,10718.000007,0.197353364957878,19.7353364957878,0.00442233528151002,0.442233528151002,2012,5,2115,10718,17,NA,NA,NA,0.197353364957878,-1.40291870843151
253,"Tajikistan","TJ2023DHS",2023,9879,9879.00016400036,0.211965619115048,21.1965619115048,0.00459988828759668,0.459988828759668,2012,11,2094,9879,23,NA,NA,NA,0.211965619115048,-1.31311763193599
254,"Tanzania","TZ1992DHS",1992,9238,9237.99969600014,0.0589708378358006,5.89708378358006,0.00306106705774967,0.306106705774967,1992,0,545,9238,-8,NA,NA,NA,0.0589708378358006,-2.76993108197279
255,"Tanzania","TZ1996DHS",1996,8120,8120.00025299978,0.117448221217442,11.7448221217442,0.00384097599825564,0.384097599825564,1992,4,954,8120,-4,NA,NA,NA,0.117448221217442,-2.01681989395711
256,"Tanzania","TZ1999DHS",1999,4029,4029.00013199997,0.15626925648361,15.626925648361,0.00788748676441088,0.788748676441088,1992,7,630,4029,-1,NA,NA,NA,0.15626925648361,-1.6862528969092
257,"Tanzania","TZ2004DHS",2004,10329,10328.999933,0.175908316370013,17.5908316370013,0.00448047279123342,0.448047279123342,1992,12,1817,10329,4,NA,NA,NA,0.175908316370013,-1.54431886066976
