"geography","weight_basis","last_obs_weighted_mean","p2025_mean","p2025_p05","p2025_p95","p2026_mean","p2026_p05","p2026_p95","required_growth_from_lastobs_pp_per_year","required_growth_from_p2025_pp_per_year","required_growth_pp_per_year","required_growth_pp_per_year_p05","required_growth_pp_per_year_p95","model_dpdt_2025_pp_per_year","model_dpdt_2025_pp_per_year_p05","model_dpdt_2025_pp_per_year_p95","model_dpdt_2026_pp_per_year","model_dpdt_2026_pp_per_year_p05","model_dpdt_2026_pp_per_year_p95","observed_latest_interval_growth_pp_per_year","observed_max_interval_growth_pp_per_year","projected_year_reach_40_p50","projected_year_reach_40","projected_year_reach_40_p05","projected_year_reach_40_p95","prob_reach_40_by_2035","prob_reach_40_by_2036"
"Sub-Saharan Africa","Women 15-49 from WPP Estimates; 2023 weights carried forward after 2023",0.208076237084164,0.256491630508156,0.254627297050679,0.2583544208503,0.259654616973443,0.257680825633925,0.261628847721714,1.91923762915836,1.43508369491844,1.40345383026557,1.38371152278286,1.42319174366075,0.325943165736147,0.312723454177013,0.339736270805113,0.306812274345521,0.29421258662486,0.320072728140948,0.496978705433029,0.969542182991454,NA,NA,NA,NA,0,0
